Row #,Species,Count,Location,S/P,Date,LocID,SubID
206,Greater Coucal,1,"Kaikondrahalli Kere, Bangalore",IN-KA,25 Jan 2015,L2525724,S21547422
207,Sirkeer Malkoha,1,Hampi,IN-KA,12 Nov 2015,L4022532,S26601604
208,Blue-faced Malkoha,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
209,Green-billed Malkoha,1,Kaziranga NP--Eastern Range,IN-AS,28 Dec 2015,L1131599,S30342446
210,Pied Cuckoo,1,"Manchanabele, Karnataka",IN-KA,16 May 2015,L3646725,S23467965
211,Asian Koel,1,"Kaikondrahalli Kere, Bangalore",IN-KA,25 Jan 2015,L2525724,S21547422
212,Asian Emerald Cuckoo,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
213,Banded Bay Cuckoo,1,Valley School,IN-KA,15 Nov 2015,L2407941,S25835476
214,Gray-bellied Cuckoo,1,Bellary Bangalore Road,IN-KA,12 Nov 2015,L4936902,S31672326
215,Common Hawk-Cuckoo,1,"Kaikondrahalli Kere, Bangalore",IN-KA,25 Jan 2015,L2525724,S21547422
216,Indian Cuckoo,1,Cauvery WLS--Bheemeshwari Fishing & Nature Camp,IN-KA,25 Sep 2015,L2709960,S25225071
217,Common Cuckoo,1,Neora Valley National Park,IN-WB,20 Jun 2015,L3644134,S31716974
218,Barn Owl,1,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
219,Rock Eagle-Owl,3,Tungabhadra Right Canal,IN-KA,11 Nov 2015,L4873896,S26601605
220,Spot-bellied Eagle-Owl,1,Bandipur NP--Forest Headquarters,IN-KA,23 Aug 2015,L2386799,S24948339
221,Brown Fish-Owl,1,Bandipur NP--Forest Headquarters,IN-KA,23 Aug 2015,L2386799,S24948339
222,Asian Barred Owlet,1,Kaziranga NP--Eastern Range,IN-AS,28 Dec 2015,L1131599,S30342446
223,Jungle Owlet,1,"K Gudi, BR Hills, KA",IN-KA,26 Sep 2015,L3934022,S31574698
224,Spotted Owlet,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
225,Little Owl,2,Tso Kar,IN-JK,12 Jul 2017,L2424236,S38588355
226,Mottled Wood-Owl,2,Anjanapura green patch,IN-KA,19 Mar 2017,L5626194,S35494315
227,Brown Boobook,1,Cauvery WLS--Galibore,IN-KA,11 Apr 2015,L3025529,S22813096
228,Sri Lanka Frogmouth,1,Dr Salim Ali Bird Sanctuary Thattekad,IN-KL,03 Oct 2015,L3953611,S25388771
229,Indian Nightjar,1,"Manchanabele, Bangalore",IN-KA,16 Aug 2015,L3853140,S24641592
230,White-rumped Needletail,1,"Thattekad Bird Sanctuary, Kerala",IN-KL,02 Oct 2015,L3953592,S25388751
231,Brown-backed Needletail,1,Thattekad bird sanctuary Urulanthanni,IN-KL,05 Mar 2017,L5719986,S36093641
232,Alpine Swift,1,Valley School,IN-KA,26 Jan 2015,L2407941,S21547306
233,Little Swift,1,"Bhagavathi Nature Camp, Kudremukh",IN-KA,19 Sep 2015,L3922057,S25131137
234,Asian Palm-Swift,3,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
235,Crested Treeswift,1,"Thattekad Bird Sanctuary, Kerala",IN-KL,02 Oct 2015,L3953592,S25388751
236,Malabar Trogon,1,"Old Magazine House, Ganeshgudi",IN-KA,24 Dec 2014,L2034087,S32865515
237,Eurasian Hoopoe,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
238,Indian Gray Hornbill,2,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
239,Malabar Gray Hornbill,1,"Old Magazine House, Ganeshgudi",IN-KA,24 Dec 2014,L2034087,S32865515
240,Malabar Pied-Hornbill,4,Ganeshgudi Supa dam,IN-KA,24 Dec 2014,L5121333,S32832868
241,Oriental Pied-Hornbill,2,"Neora Jungle Camp, Gorumara NP",IN-WB,16 Dec 2016,L5165548,S33127997
242,Common Kingfisher,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
243,Stork-billed Kingfisher,1,Kaziranga NP--Eastern Range,IN-AS,28 Dec 2015,L1131599,S30342446
244,White-throated Kingfisher,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
245,Black-capped Kingfisher,1,"Galibore Fishing Camp, Karnataka",IN-KA,19 Apr 2015,L3556994,S22938127
246,Pied Kingfisher,2,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
247,Blue-bearded Bee-eater,1,Bannerghatta Zoo area,IN-KA,18 Jan 2015,L2576683,S21393248
248,Green Bee-eater,2,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
249,Blue-tailed Bee-eater,8,NH209 Kanakapura Road,IN-KA,22 Feb 2015,L3439068,S22071661
250,European Bee-eater,3,Cauvery WLS-Sangam Range,IN-KA,01 Oct 2016,L4964670,S31867864
251,Chestnut-headed Bee-eater,2,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
252,European Roller,1,Bellary Bangalore Road,IN-KA,12 Nov 2015,L4936902,S31672326
253,Indian Roller,3,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
254,Dollarbird,1,Dr Salim Ali Bird Sanctuary Thattekad,IN-KL,04 Oct 2015,L3953611,S25388951
255,Malabar Barbet,1,Thattekad bird sanctuary Urulanthanni,IN-KL,05 Mar 2017,L5719986,S36093641
256,Coppersmith Barbet,4,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
257,Great Barbet,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
258,Lineated Barbet,1,Kaziranga NP--Western Range,IN-AS,27 Dec 2015,L1131604,S26580943
259,Brown-headed Barbet,1,Muthathi,IN-KA,26 Jun 2016,L4743747,S30522104
260,White-cheeked Barbet,1,"Kaikondrahalli Kere, Bangalore",IN-KA,25 Jan 2015,L2525724,S21547422
261,Blue-throated Barbet,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
262,Eurasian Wryneck,1,"Bhandup Pumping Station, Mumbai",IN-MH,05 Nov 2015,L2930709,S25835490
263,Red-bellied Woodpecker,1,Naples beach,US-FL,22 Oct 2014,L3357295,S21780768
264,Brown-capped Woodpecker,1,"Galibore Fishing Camp, Karnataka",IN-KA,19 Apr 2015,L3556994,S22938127
265,Gray-capped Woodpecker,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
266,Fulvous-breasted Woodpecker,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
267,Yellow-crowned Woodpecker,1,Daroji Forest Guest House,IN-KA,17 Jan 2016,L4938710,S31685531
268,Downy Woodpecker,1,Naples beach,US-FL,22 Oct 2014,L3357295,S21780768
269,White-bellied Woodpecker,1,"River Tern Lodge, JLR, Karnataka",IN-KA,23 May 2015,L3684021,S23703523
270,Lesser Yellownape,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
271,Streak-throated Woodpecker,1,Bandipur NP--Forest Headquarters,IN-KA,23 Aug 2015,L2386799,S24948339
272,Himalayan Flameback,1,Khagrabari,IN-WB,21 Jun 2015,L4938672,S25556459
273,Common Flameback,1,"Bhadra WLS, Karnataka",IN-KA,24 May 2015,L3894783,S24954247
274,Black-rumped Flameback,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
275,Rufous Woodpecker,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
276,Greater Flameback,1,Bandipur NP--Forest Headquarters,IN-KA,23 Aug 2015,L2386799,S24948339
277,White-naped Woodpecker,,Ravuthenahalli Lake,IN-KA,31 Jan 2016,L4922237,S27245470
278,Heart-spotted Woodpecker,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
279,Eurasian Kestrel,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
280,Red-necked Falcon,,Bande,IN-KA,27 Feb 2016,L4313934,S31559561
281,Amur Falcon,1,Malampuzha Reservoir (North),IN-KL,05 Mar 2017,L5178700,S35060517
282,Eurasian Hobby,1,Tso Kar,IN-JK,12 Jul 2017,L2424236,S38588355
283,Saker Falcon,1,Tso Kar,IN-JK,12 Jul 2017,L2424236,S38588355
284,Peregrine Falcon,1,"Hulimangala, Bangalore",IN-KA,15 Dec 2015,L2591349,S26329322
285,Alexandrine Parakeet,1,Gulakamale Lake,IN-KA,18 Jan 2015,L3270308,S21391759
286,Rose-ringed Parakeet,4,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
287,Plum-headed Parakeet,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
288,Malabar Parakeet,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
289,Red-breasted Parakeet,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
290,Vernal Hanging-Parrot,1,Nameri NP,IN-AS,30 Dec 2015,L2182902,S26580921
291,Silver-breasted Broadbill,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
292,Indian Pitta,1,Cauvery WLS--Galibore,IN-KA,11 Apr 2015,L3025529,S22813096
293,Large Woodshrike,1,"West Bengal-Jayanti, BTR",IN-WB,11 Dec 2016,L4012351,S33129502
294,Common Woodshrike,1,"Jaipurdodi, Bangalore",IN-KA,29 May 2016,L2612150,S30033282
295,Ashy Woodswallow,1,"River Tern Lodge, JLR, Karnataka",IN-KA,23 May 2015,L3684021,S23703523
296,Common Iora,1,Valley School,IN-KA,26 Jan 2015,L2407941,S21547306
297,White-bellied Minivet,2,Linganapura,IN-KA,16 Jul 2016,L4796102,S30742509
298,Small Minivet,1,Valley School,IN-KA,18 Jan 2015,L2407941,S21393253
299,Gray-chinned Minivet,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
300,Long-tailed Minivet,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
301,Orange Minivet,2,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
302,Scarlet Minivet,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
303,Large Cuckooshrike,1,Valley School,IN-KA,29 Mar 2015,L2407941,S22568085
304,Black-headed Cuckooshrike,1,Valley School,IN-KA,17 Sep 2015,L2407941,S25076232
305,Brown Shrike,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
306,Bay-backed Shrike,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
307,Long-tailed Shrike,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
308,Gray-backed Shrike,1,"Gibbon Sanctuary, Assam",IN-AS,27 Dec 2015,L4275893,S27604851
309,Southern Gray Shrike,2,Jayamangali Blackbuck Reserve,IN-KA,27 Aug 2017,L2407928,S39097619
310,White-eyed Vireo,1,Naples beach,US-FL,22 Oct 2014,L3357295,S21780768
311,Indian Golden Oriole,1,Valley School,IN-KA,18 Jan 2015,L2407941,S21393253
312,Black-naped Oriole,1,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
313,Black-hooded Oriole,1,"K Gudi, BR Hills, KA",IN-KA,26 Sep 2015,L3934022,S31574698
314,Maroon Oriole,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
315,Black Drongo,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
316,Ashy Drongo,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
317,White-bellied Drongo,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
318,Bronzed Drongo,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
319,Lesser Racket-tailed Drongo,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
320,Spangled Drongo,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
321,Greater Racket-tailed Drongo,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
322,White-throated Fantail,1,"Gibbon Sanctuary, Assam",IN-AS,27 Dec 2015,L4275893,S27604851
323,Spot-breasted Fantail,2,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
324,White-browed Fantail,2,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
325,Black-naped Monarch,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
326,Indian Paradise-Flycatcher,2,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
327,Blue Jay,1,Naples beach,US-FL,22 Oct 2014,L3357295,S21780768
328,Yellow-billed Blue-Magpie,2,Manali,IN-HP,04 Jul 2017,L6132775,S38371275
329,Rufous Treepie,1,Valley School,IN-KA,26 Jan 2015,L2407941,S21547306
330,White-bellied Treepie,1,Dr Salim Ali Bird Sanctuary Thattekad,IN-KL,03 Oct 2015,L3953611,S25388771
331,Eurasian Magpie,2,Upshi,IN-JK,06 Jul 2017,L4496960,S38830571
332,Red-billed Chough,3,Upshi,IN-JK,06 Jul 2017,L4496960,S38830571
333,Yellow-billed Chough,5,Pang,IN-JK,06 Jul 2017,L6173787,S38599006
334,House Crow,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
335,Large-billed Crow,1,Uttarahalli Lake,IN-KA,31 Jan 2015,L3328368,S21609757
336,Common Raven,2,Manali,IN-HP,04 Jul 2017,L6132775,S38371275
337,Rufous-tailed Lark,1,NH209 Kanakapura Road,IN-KA,22 Feb 2015,L3439068,S22071661
338,Ashy-crowned Sparrow-Lark,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
339,Jerdon's Bushlark,1,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
340,Indian Bushlark,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
341,Horned Lark,3,Tso Kar,IN-JK,12 Jul 2017,L2424236,S38588355
342,Hume's Lark,1,Tso Kar,IN-JK,12 Jul 2017,L2424236,S38588355
343,Oriental Skylark,,Hessaraghatta Lake,IN-KA,14 Feb 2016,L2525708,S31943651
344,Tawny Lark,1,Thippagondanahalli (TG Halli) Reservoir,IN-KA,18 Oct 2015,L2525564,S31560055
345,Dusky Crag-Martin,3,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
346,Barn Swallow,10,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
347,Wire-tailed Swallow,2,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
348,Red-rumped Swallow,18,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
349,Streak-throated Swallow,,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
350,Gray-headed Canary-Flycatcher,3,"Gibbon Sanctuary, Assam",IN-AS,27 Dec 2015,L4275893,S27604851
351,Sultan Tit,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
352,Green-backed Tit,1,"Lava, Darjeeling district ",IN-WB,19 Jun 2015,L4907244,S31459798
353,Cinereous Tit,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
354,Indian Tit,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
355,Black-throated Tit,1,"Lava, Darjeeling district ",IN-WB,20 Jun 2015,L4907244,S31459801
356,Indian Nuthatch,1,"K Gudi, BR Hills, KA",IN-KA,26 Sep 2015,L3934022,S31574698
357,Chestnut-bellied Nuthatch,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
358,White-tailed Nuthatch,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
359,Velvet-fronted Nuthatch,1,"Old Magazine House, Ganeshgudi",IN-KA,24 Dec 2014,L2034087,S32865515
360,Sikkim Treecreeper,1,"Lava, Darjeeling district ",IN-WB,20 Jun 2015,L4907244,S31459801
361,Flame-throated Bulbul,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
362,Black-crested Bulbul,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
363,Red-vented Bulbul,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
364,Red-whiskered Bulbul,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
365,White-eared Bulbul,1,"Bhandup Pumping Station, Mumbai",IN-MH,05 Nov 2015,L2930709,S25835490
366,Yellow-throated Bulbul,3,Ramanagara Vulture Sanctuary,IN-KA,07 Feb 2015,L3601857,S23141984
367,White-browed Bulbul,1,Gulakamale Lake,IN-KA,18 Jan 2015,L3270308,S21391759
368,Yellow-browed Bulbul,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
369,Black Bulbul,2,Neora Valley National Park,IN-WB,20 Jun 2015,L3644134,S31716974
370,Square-tailed Bulbul,2,Medikeri eco camp,IN-KA,11 Feb 2017,L5436821,S34375080
371,Tickell's Leaf Warbler,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
372,Green Warbler,1,"Kenjar, near new Railway station, Mangalore",IN-KA,24 Dec 2016,L5510469,S33258611
373,Greenish Warbler,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
374,Tytler's Leaf Warbler,1,"Nandi Hills, Bangalore",IN-KA,21 Mar 2015,L3506052,S22466315
375,Blyth's Leaf Warbler,1,"Gibbon Sanctuary, Assam",IN-AS,27 Dec 2015,L4275893,S27604851
376,Booted Warbler,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
377,Paddyfield Warbler,1,Hennagara Lake,IN-KA,29 Mar 2016,L2638593,S30464585
378,Blyth's Reed Warbler,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
379,Clamorous Reed Warbler,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
380,Zitting Cisticola,1,Sira Lake and wetlands,IN-KA,01 Feb 2015,L3331606,S21629398
381,Common Tailorbird,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
382,Dark-necked Tailorbird,1,Rasik beel,IN-WB,13 Dec 2016,L5148097,S33023464
383,Rufous-fronted Prinia,1,"River Tern Lodge, JLR, Karnataka",IN-KA,23 May 2015,L3684021,S23703523
384,Gray-breasted Prinia,1,"Manchanabele, Karnataka",IN-KA,16 May 2015,L3646725,S23467965
385,Jungle Prinia,1,Valley School,IN-KA,29 Aug 2015,L2407941,S24801834
386,Ashy Prinia,1,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
387,Plain Prinia,1,"Hulimangala, Bangalore",IN-KA,16 Nov 2014,L2591349,S32125659
388,Hume's Whitethroat,1,"Madhure Kere, Bangalore",IN-KA,13 Mar 2016,L2525563,S28482414
389,Lesser Whitethroat,,Hessaraghatta Lake,IN-KA,14 Feb 2016,L2525708,S31943651
390,Yellow-eyed Babbler,1,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
391,Oriental White-eye,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
392,Tawny-bellied Babbler,1,"Nandi Hills, Bangalore",IN-KA,21 Mar 2015,L3506052,S22466315
393,Dark-fronted Babbler,2,"Old Magazine House, Ganeshgudi",IN-KA,24 Dec 2014,L2034087,S32865515
394,Indian Scimitar-Babbler,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
395,Puff-throated Babbler,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
396,Abbott's Babbler,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
397,Brown-cheeked Fulvetta,1,"Bhagavathi Nature Camp, Kudremukh",IN-KA,19 Sep 2015,L3922057,S25131137
398,Striated Laughingthrush,1,"Lava, Darjeeling district ",IN-WB,19 Jun 2015,L4907244,S31459798
399,Common Babbler,1,Daroji Bear Sanctuary,IN-KA,10 Nov 2015,L2607098,S26601607
400,Large Gray Babbler,1,Valley School,IN-KA,26 Jan 2015,L2407941,S21547306
401,Rufous Babbler,1,Valley School,IN-KA,05 Sep 2015,L2407941,S24921501
402,Jungle Babbler,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
403,Yellow-billed Babbler,1,"Nandi Hills, Bangalore",IN-KA,21 Mar 2015,L3506052,S22466315
404,Rufous-necked Laughingthrush,1,Phuentsholing,BT-12,15 Jun 2015,L5103489,S32705626
405,Red-billed Leiothrix,1,"Lava, Darjeeling district ",IN-WB,19 Jun 2015,L4907244,S31459798
406,Asian Fairy-bluebird,1,"Bhagavathi Nature Camp, Kudremukh",IN-KA,19 Sep 2015,L3922057,S25131137
407,Asian Brown Flycatcher,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
408,Brown-breasted Flycatcher,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
409,Indian Robin,5,Hoskote Lake,IN-KA,07 Dec 2014,L1967106,S20826011
410,Oriental Magpie-Robin,1,Rasikbill,IN-WB,25 Dec 2013,L4938675,S23577191
411,White-rumped Shama,1,"Old Magazine House, Ganeshgudi",IN-KA,24 Dec 2014,L2034087,S32865515
412,White-bellied Blue Flycatcher,2,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
413,Tickell's Blue Flycatcher,1,Bannerghatta Zoo area,IN-KA,18 Jan 2015,L2576683,S21393248
414,Large Niltava,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
415,Small Niltava,1,Nameri NP,IN-AS,29 Dec 2015,L2182902,S26580915
416,Verditer Flycatcher,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
417,Indian Blue Robin,1,"Old Magazine House, Ganeshgudi",IN-KA,15 Jan 2014,L2034087,S23676592
418,Malabar Whistling-Thrush,1,Nandi Hills,IN-KA,29 Mar 2017,L3150186,S35509850
